Username,Password,Version,Country,Channel,MPU2,MPU3,Season,Month,Brand,Consumer,Division,Segment,Dimension,Fields of Play,Style,StyleColor,Size,Value,,,,,,,
test176@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,FQ3680,FQ3680-007,3.5,0.35,,,,,,,
test177@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HF2793,HF2793-600,3.5,0.4,,,,,,,
test178@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HF2793,HF2793-100,3.5,0.45,,,,,,,
test179@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,DV2913,DV2913-800,3.5,0.5,,,,,,,
test180@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HQ8034,HQ8034-600,3.5,0.55,,,,,,,
test181@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HQ8034,HQ8034-001,3.5,0.6,,,,,,,
test182@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IH2371,IH2371-700,3.5,0.65,,,,,,,
test183@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,FB2599,FB2599-601,3.5,0.7,,,,,,,
test184@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HJ9153,HJ9153-004,3.5,0.75,,,,,,,
test185@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,DJ5423,DJ5423-600,3.5,0.8,,,,,,,
test186@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IH1401,IH1401-100,3.5,0.85,,,,,,,
test187@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II3704,II3704-100,3.5,0.9,,,,,,,
test188@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II7518,II7518-001,3.5,0.95,,,,,,,
test189@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II7518,II7518-100,3.5,1,,,,,,,
test190@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II7518,II7518-400,3.5,1.05,,,,,,,
test191@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II7518,II7518-600,3.5,1.1,,,,,,,
test192@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II7518,II7518-401,3.5,1.15,,,,,,,
test193@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IH2370,IH2370-500,3.5,1.2,,,,,,,
test194@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IH2366,IH2366-400,3.5,1.25,,,,,,,
test195@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IM5843,IM5843-500,3.5,1.3,,,,,,,
test196@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HF2793,HF2793-700,3.5,1.35,,,,,,,
test197@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IB1272,IB1272-100,3.5,1.4,,,,,,,
test198@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,HQ1743,HQ1743-600,3.5,0.5,,,,,,,
test199@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,IH1401,IH1401-002,3.5,0.55,,,,,,,
test200@dcdtesting.com,Perf@1234,CurrentWorkingView,UNITED STATES OF AMERICA,DIGITAL,NIKE DIRECT - DIGITAL COMMERCE,NIKE DIRECT - DIGITAL COMMERCE,FA2025,Jul-25,NIKE,MENS,FOOTWEAR DIVISION,PERFORMANCE,BASKETBALL,Mens Basketball,II5250,II5250-200,3.5,0.6,,,,,,,
